Date,MSFT,AAPL,AMZN,JPM,GOOG,GOOGL,XOM
2005-01-03,26.739999771118164,4.520714282989502,44.52000045776367,39.150001525878906,100.70004272460938,101.45645904541016,50.09000015258789
2005-01-04,26.84000015258789,4.567142963409424,42.13999938964844,38.40999984741211,96.62156677246094,97.34735107421875,49.75
2005-01-05,26.780000686645508,4.607142925262451,41.77000045776367,38.4900016784668,96.12976837158203,96.85185241699219,49.4900016784668
2005-01-06,26.75,4.610714435577393,41.04999923706055,38.709999084472656,93.6657943725586,94.36936950683594,50.119998931884766
2005-01-07,26.670000076293945,4.9464287757873535,42.31999969482422,38.400001525878906,96.29866790771484,97.02201843261719,49.790000915527344
2005-01-10,26.799999237060547,4.925714492797852,41.84000015258789,38.27000045776367,96.8997573852539,97.62762451171875,49.97999954223633
2005-01-11,26.729999542236328,4.611428737640381,41.63999938964844,37.900001525878906,96.14466857910156,96.86686706542969,49.849998474121094
2005-01-12,26.780000686645508,4.675714492797852,42.29999923706055,37.9900016784668,97.05872344970703,97.78778839111328,50.59000015258789
2005-01-13,26.270000457763672,4.985714435577393,42.599998474121094,37.77000045776367,97.03388977050781,97.76276397705078,50.54999923706055
2005-01-14,26.1200008392334,5.014285564422607,44.54999923706055,37.810001373291016,99.33889770507812,100.0850830078125,51.06999969482422
2005-01-18,26.31999969482422,5.046428680419922,44.58000183105469,38.400001525878906,101.29119873046875,102.05205535888672,51.5
2005-01-19,25.979999542236328,4.991428375244141,43.959999084472656,37.84000015258789,98.01251983642578,98.74874877929688,51.04999923706055
2005-01-20,25.860000610351562,5.0328569412231445,42.36000061035156,37.25,96.33344268798828,97.05706024169922,50.720001220703125
2005-01-21,25.649999618530273,5.034999847412109,41.15999984741211,36.849998474121094,93.53166961669922,94.23423767089844,50.439998626708984
2005-01-24,25.670000076293945,5.054285526275635,40.380001068115234,36.880001068115234,89.77609252929688,90.45044708251953,51.130001068115234
2005-01-25,26.020000457763672,5.14642858505249,40.939998626708984,36.86000061035156,87.98772430419922,88.64865112304688,51.33000183105469
2005-01-26,26.010000228881836,5.160714149475098,41.34000015258789,36.83000183105469,94.0085678100586,94.71471405029297,51.70000076293945
2005-01-27,26.110000610351562,5.188571453094482,42.310001373291016,36.75,93.43231201171875,94.1341323852539,51.75
2005-01-28,26.18000030517578,5.284285545349121,42.220001220703125,37.0,94.55500793457031,95.26526641845703,51.27000045776367
2005-01-31,26.280000686645508,5.492856979370117,43.220001220703125,37.33000183105469,97.17794799804688,97.90790557861328,51.599998474121094
2005-02-01,26.389999389648438,5.5378570556640625,42.47999954223633,37.5,95.32997131347656,96.0460433959961,53.27000045776367
2005-02-02,26.459999084472656,5.687857151031494,41.880001068115234,37.52000045776367,102.31454467773438,103.08308410644531,53.93000030517578
2005-02-03,26.18000030517578,5.557857036590576,35.75,37.38999938964844,104.74871063232422,105.53553771972656,54.52000045776367
2005-02-04,26.31999969482422,5.6314287185668945,35.720001220703125,37.689998626708984,101.51971435546875,102.28227996826172,55.290000915527344
2005-02-07,26.15999984741211,5.638571262359619,35.689998626708984,37.970001220703125,97.38162994384766,98.11311340332031,55.400001525878906
2005-02-08,26.239999771118164,5.778571605682373,36.29999923706055,37.7599983215332,98.67819213867188,99.41941833496094,55.779998779296875
2005-02-09,26.06999969482422,5.624285697937012,35.88999938964844,37.5,95.17100524902344,95.8858871459961,55.540000915527344
2005-02-10,26.059999465942383,5.597142696380615,35.779998779296875,37.45000076293945,93.38263702392578,94.0840835571289,56.34000015258789
2005-02-11,25.969999313354492,5.800714492797852,35.779998779296875,37.47999954223633,93.09451293945312,93.79379272460938,56.11000061035156
2005-02-14,26.010000228881836,6.045000076293945,36.029998779296875,37.5,95.87145233154297,96.59159088134766,56.83000183105469
2005-02-15,25.93000030517578,6.315000057220459,36.13999938964844,37.54999923706055,96.98421478271484,97.71271514892578,56.91999816894531
2005-02-16,25.790000915527344,6.437857151031494,35.65999984741211,37.33000183105469,98.56393432617188,99.30430603027344,58.47999954223633
2005-02-17,25.649999618530273,6.2721428871154785,35.689998626708984,36.779998779296875,98.31058502197266,99.0490493774414,58.130001068115234
2005-02-18,25.479999542236328,6.200714111328125,35.310001373291016,36.5099983215332,98.3354263305664,99.0740737915039,59.40999984741211
2005-02-22,25.229999542236328,6.0921430587768555,34.720001220703125,35.93000030517578,95.06668090820312,95.78077697753906,58.25
2005-02-23,25.200000762939453,6.30214262008667,34.13999938964844,36.47999954223633,96.34835052490234,97.07207489013672,59.41999816894531
2005-02-24,25.3700008392334,6.352142810821533,34.689998626708984,36.68000030517578,93.8346939086914,94.53954315185547,61.130001068115234
2005-02-25,25.25,6.356428623199463,34.9900016784668,36.970001220703125,92.3344497680664,93.02803039550781,63.2599983215332
2005-02-28,25.15999984741211,6.408571243286133,35.18000030517578,36.54999923706055,93.38760375976562,94.0890884399414,63.310001373291016
2005-03-01,25.280000686645508,6.357142925262451,35.38999938964844,37.09000015258789,92.42884063720703,93.12312316894531,62.099998474121094
2005-03-02,25.260000228881836,6.302856922149658,35.5,36.9900016784668,91.99168395996094,92.68268585205078,62.68000030517578
2005-03-03,25.170000076293945,5.96999979019165,35.650001525878906,37.0099983215332,92.90077209472656,93.59860229492188,63.04999923706055
2005-03-04,25.170000076293945,6.115714073181152,35.849998474121094,37.5099983215332,92.34935760498047,93.04304504394531,63.56999969482422
2005-03-07,25.469999313354492,6.107142925262451,36.31999969482422,37.34000015258789,93.79495239257812,94.49949645996094,63.0
